"Manufacturer","Model","SKU","Description","Finish","Diameter","Width","Bolt Pattern","Offset","Backspace","GTIN","Bore","Lugs","Lug Type","Max Load lbs","Cost","AC-EDM","AC-OAK","MAP","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6"
"AZARA","AZA-525","AZA-5251883835BM","AZARA AZA-525 18x8 5x114.3 35 Gloss Black Machined","Gloss Black Machined","18","8","5x114.3","35","6","","74.1","5","","1600","0","8","0","217.6","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/89e3d9cc-2744-46f2-a1f7-eb53adeab772.png","","","","",""
"AZARA","AZA-524","AZA-52420853635NC","AZA-524 20x8.5 5x112/5x114.3 35 Nano Chrome","Nano Chrome","20","8.5","5x112/5x114.3","35","0","","74.1","5","","1600","279.56","12","0","372.72","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f3d0b31b-af2e-40e4-a2c4-ad1a0014a4a8.jpg","","","","",""
"AZARA","AZA-524","AZA-5241883635NC","AZA-524 18x8 5x112/5x114.3 35 Nano Chrome","Nano Chrome","18","8","5x112/5x114.3","35","0","","74.1","5","","1600","234.38","28","0","312.5","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f3d0b31b-af2e-40e4-a2c4-ad1a0014a4a8.jpg","","","","",""
"AZARA","AZA-524","AZA-52420853635BM","AZA-524 20x8.5 5x112/5x114.3 35 Gloss Black Machined","Gloss Black Machined","20","8.5","5x112/5x114.3","35","0","","74.1","5","","1600","204.58","8","4","272.77","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7846c484-4dd9-4ce4-9caf-14086e1d7f98.jpg","","","","",""
"AZARA","AZA-526","AZA-52620853635NG","AZA-526 20x8.5 5x112/5x114.3 35 Nano Gold","Nano Gold","20","8.5","5x112/5x114.3","35","0","","74.1","5","","1600","307.72","8","0","410.3","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/9b3b31a2-176f-4ec1-a876-b46115cd2c93.png","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/011aa3be-cd6f-4c58-903a-cb5bd5f13ce0.png","","","",""
"AZARA","AZA-524","AZA-52420853635NG","AZA-524 20x8.5 5x112/5x114.3 35 Nano Gold","Nano Gold","20","8.5","5x112/5x114.3","35","0","","74.1","5","","1600","307.72","16","0","410.3","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/52637429-97ad-468a-9220-20914e4950a0.png","","","","",""
"AZARA","AZA-536","AZA-5361883635NG","AZA-536 18x8 5x112/5x114.3 35 Nano Gold","Nano Gold","18","8","5x112/5x114.3","35","0","","74.1","5","","1600","244.38","8","0","322.5","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/4d4ded6f-ffe4-46c5-813a-2824098a119a.jpg","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b23ca5ff-ff46-4984-be65-1d794e66c440.png","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/244e7de9-2455-451b-b497-3960112f40d3.png","","",""
"AZARA","AZA-524","AZA-52422853638NG","AZA-524 22x8 5x112/5x114.3 35 Nano Gold","Nano Gold","22","8","5x112/5x114.3","35","0","","74.1","5","","1600","355","4","0","475","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/52637429-97ad-468a-9220-20914e4950a0.png","","","","",""
"DIM","WC001","1799-5","DIM WC001 18x8 5x112 30 Grey Silver Lip","Grey Silver Lip","18","8","5x112","30","0","","74.1","5","","0","147","8","0","249","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/c3cd23d4-5459-4e95-b3f8-2f91662a4194.png","","","","",""
"DIM","WC001","1592-6","DIM WC001 17x7.5 5x112 35 Grey Silver Lip","Grey Silver Lip","17","7.5","5x112","35","5.75","","0","5","","0","137","0","4","125","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/9bddab7d-6465-4ed6-83b6-1685d8baf2a2.png","","","","",""
"DIM","RE-688","688-1885-03-HB1","DIM RE-688 18x8.5 5x120 35 Grey","Grey","18","8.5","5x120","35","0","","0","5","","0","0","0","4","224.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/d9a8ae28-21b3-45a3-bcf0-c41e6f771f07.png","","","","",""
"DIM","WC001","1744-15","DIM WC001 18x8 5x120 30 Grey Silver Lip","Grey Silver Lip","18","8","5x120","30","0","","0","5","","0","147","6","0","224.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/879e3b41-82ba-4ffb-ade1-f333fa2b223f.png","","","","",""
"DIM","WC001","1799-2","DIM WC001 BLACK SILVER LIP 18x8 5x112 40 Black Silver Lip","Black Silver Lip","18","8","5x112","40","0","","0","0","","0","150","0","6","224.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/900f517e-756e-4f2d-936c-3d10823ab58d.png","","","","",""
"DIM","WC001","1592-5","DIM WC001 BLACK SILVER LIP 17x7.5 5x112 35 Black Silver Lip","Black Silver Lip","17","7.5","5x112","35","0","","0","0","","0","137","4","8","175","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/fbcee331-d2ef-49bf-b879-bc0df8fc761f.png","","","","",""
"DIM","WC001","1744-14","DIM WC001 18x8 5x120 30 Black Silver Lip","Black Silver Lip","18","8","5x120","30","0","","0","5","","0","147","0","2","224.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/967eab22-c68d-4d20-bba1-537377f5e2f1.png","","","","",""
"DIM","WC001","1744-10","DIM WC001 18x8 5x114.3 40 Black Silver Lip","Black Silver Lip","18","8","5x114.3","40","0","","0","5","","0","147","0","2","224.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0aa48303-c952-482e-99f3-af234fbda8c3.png","","","","",""
"DIM","WC001","1744-5","DIM WC001 17x7.5 5x114.3 35 Black Silver Lip","Black Silver Lip","17","7.5","5x114.3","35","5.75","","0","5","","0","150","0","0","199.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/c38557e5-88c1-4486-ad70-6fa479bd2a79.png","","","","",""
"DIM","WC001","1783-1","DIM WC001 HYBER BLACK / GREY SILVER LIP 17x7.5 5x120 30 Grey Silver Lip","Grey Silver Lip","17","7.5","5x120","30","0","","0","0","","0","0","17","8","199.75","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/5ae67938-8130-4aea-ba17-3740121d49c6.png","","","","",""
"FUEL OFF-ROAD","D546","D54620201747","Fuel D546 20x12 8x170 -43 MATTE BLACK MILLED","MATTE BLACK MILLED","20","12","8x170","-43","4.81","125","125.1","8","","3500","445.5","0","0","594","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/30187c3f-d122-4a83-b279-c2bfe5627cac.png","","","","",""
"FUEL OFF-ROAD","D558 ANZA","D55818901750","FUEL D558 ANZA 18x9 8x170 1 MATTE GUN METAL BLACK BEAD RING","MATTE GUN METAL BLACK BEAD RING","18","9","8x170","1","5.04","885463844879","125.1","0","","3500","276.75","0","0","369","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/e2f8f744-292b-4b23-8d45-ac04d357ba21.png","","","","",""
"FUEL OFF-ROAD","D562 BEAST","D56220007347","FUEL D562 BEAST 20x10 5x127 -18 GLOSS BLACK MILLED","GLOSS BLACK MILLED","20","10","5x127","-18","4.79","885463846323","78.1","0","","2500","297","0","0","396","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b1641e8a-9339-432a-bdd2-16dd594efa33.png","","","","",""
"FUEL OFF-ROAD","D239 CLEAVER","D23924608245","FUEL D239 CLEAVER 24x16 8x165.1 -99 GLOSS BLACK MILLED","GLOSS BLACK MILLED","24","16","8x165.1","-99","4.6","885463832708","125.1","0","","3500","718.5","0","0","958","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/54618b6f-b786-4ef0-824d-fc07b75ea69b.png","","","","",""
"FUEL OFF-ROAD","D263 RENEGADE","D26320201847","FUEL D263 RENEGADE 20x12 8x180 -44 CHROME PLATED GLOSS BLACK LIP","CHROME PLATED GLOSS BLACK LIP","20","12","8x180","-44","4.77","885463833576","125.1","8","","3500","574.5","0","0","766","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/3173f78d-3a6d-4667-b5cb-b24044c39185.png","","","","",""
"FUEL OFF-ROAD","D270 SLEDGE","D27020201847","FUEL D270 SLEDGE 20x12 8x180 -43 CHROME PLATED GLOSS BLACK LIP","CHROME PLATED GLOSS BLACK LIP","20","12","8x180","-43","4.81","885463833927","124.2","8","","3700","574.5","0","0","766","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/06b97579-d8a2-4124-901c-3fc66db17cb1.png","","","","",""
"FUEL OFF-ROAD","D597 WILDCAT","D59720909850","FUEL D597 WILDCAT 20x9 6x135/6x139.7 1 GLOSS BLACK MILLED","GLOSS BLACK MILLED","20","9","6x135/6x139.7","1","5.04","885463855660","106.1","0","","2500","314.25","0","0","419","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0bffcb2b-aa72-432c-bab8-4ac164de0a4c.png","","","","",""
"FUEL OFF-ROAD","D621","D62120008247","Fuel D621 20x10 8x165.1 -18 GLOSS BLACK RED TINTED CLEAR","GLOSS BLACK RED TINTED CLEAR","20","10","8x165.1","-18","4.79","125","125.1","8","","3500","402.75","0","0","537","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/e9441c37-f7bd-4584-a669-173908e4bae0.png","","","","",""
"FUEL OFF-ROAD","D513 THROTTLE","D51320201747","FUEL D513 THROTTLE 20x12 8x170 -44 MATTE BLACK MILLED","MATTE BLACK MILLED","20","12","8x170","-44","4.77","885463835495","125.1","0","","3500","293.25","0","0","391","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/8a6d62ad-30ad-4bd9-8c70-e5fbdcf77627.png","","","","",""
"FUEL OFF-ROAD","D538","D5381665F755","Fuel D538 16x6.5 6x130 48 MATTE BLACK MILLED","MATTE BLACK MILLED","16","6.5","6x130","48","5.64","84.1","84.1","0","","0","187.5","0","0","250","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a16ee53a-ea32-452b-9a73-358c36343f5b.png","","","","",""
"FUEL OFF-ROAD","D599 WILDCAT","D59920909850","FUEL D599 WILDCAT 20x9 6x135/6x139.7 1 MATTE GUN METAL BLACK BEAD RING","MATTE GUN METAL BLACK BEAD RING","20","9","6x135/6x139.7","1","5.04","885463855844","106.1","0","","2500","314.25","0","0","419","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/cab94615-0e70-4f0f-aa35-3c0241f0a46b.png","","","","",""
"FUEL OFF-ROAD","D697 KICKER","D69720008447","FUEL D697 KICKER 20x10 6x139.7 -18 MATTE BLACK","MATTE BLACK","20","10","6x139.7","-18","4.79","194933051106","106.1","0","","2500","295.5","0","0","394","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b2d0d033-45ef-4c75-abe7-7e737d4edc0d.png","","","","",""
"FUEL OFF-ROAD","D541 NUTZ","D54120907050","FUEL D541 NUTZ 20x9 5x139.7/5x150 1 MATTE BLACK MACHINED","MATTE BLACK MACHINED","20","9","5x139.7/5x150","1","5.04","885463842349","110.1","0","","2500","358.5","0","0","478","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/8c5df518-ad56-4b60-8746-dc5753661d63.png","","","","",""
"FUEL OFF-ROAD","D554 FULL BLOWN","D55418909855","FUEL D554 FULL BLOWN 18x9 6x135/6x139.7 14 GLOSS BLACK MILLED","GLOSS BLACK MILLED","18","9","6x135/6x139.7","14","5.55","885463843759","106.1","0","","2500","276.75","0","0","369","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/9e38186b-6be2-4878-8d76-ef80a9fa9b41.png","","","","",""
"FUEL OFF-ROAD","D609","D60924209847","Fuel D609 24x12 6x135/6x139.7 -44 CHROME PLATED","CHROME PLATED","24","12","6x135/6x139.7","-44","4.77","106.1","106.1","0","","0","774.75","0","0","1033","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b08f433c-121f-4561-bf3e-82cfd4d4a390.png","","","","",""
"FUEL OFF-ROAD","D582 TURBO","D58220008247","FUEL D582 TURBO 20x10 8x165.1 -18 GLOSS BLACK MILLED","GLOSS BLACK MILLED","20","10","8x165.1","-18","4.79","885463851778","125.1","8","","3500","252.75","0","0","337","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e920802-56d8-493e-a355-a564150bbf01.png","","","","",""
"FUEL OFF-ROAD","D741","D74122829245","Fuel D741 22x8.25 8x200 -227 GLOSS BLACK MILLED","GLOSS BLACK MILLED","22","8.25","8x200","-227","-4.31","142","142","8","","3500","502.5","0","0","670","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2dd6131b-c538-4ad6-adc1-a647d42b4bec.png","","","","",""
"FUEL OFF-ROAD","D712","D71222008247","Fuel D712 22x10 8x165.1 -18 GLOSS BLACK RED TINTED CLEAR","GLOSS BLACK RED TINTED CLEAR","22","10","8x165.1","-18","4.79","125","125.1","8","","3500","470.25","0","0","627","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b88f0eb3-b840-49cc-8bb6-15a118c7a85c.png","","","","",""
"FUEL OFF-ROAD","D263 RENEGADE","D26322008257","FUEL D263 RENEGADE 22x10 8x165.1 6 CHROME PLATED GLOSS BLACK LIP","CHROME PLATED GLOSS BLACK LIP","22","10","8x165.1","6","5.74","885463833620","125.1","8","","3500","598.5","0","0","798","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/3173f78d-3a6d-4667-b5cb-b24044c39185.png","","","","",""
"FUEL OFF-ROAD","D582 TURBO","D58220908257","FUEL D582 TURBO 20x9 8x165.1 20 GLOSS BLACK MILLED","GLOSS BLACK MILLED","20","9","8x165.1","20","5.79","885463851891","125.1","8","","3500","314.25","0","0","419","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e920802-56d8-493e-a355-a564150bbf01.png","","","","",""
"FUEL OFF-ROAD","D715 TRITON PLATINUM","D71524208247","FUEL D715 TRITON PLATINUM 24x12 8x165.1 -44 BRUSHED GUN METAL TINTED CLEAR","BRUSHED GUN METAL TINTED CLEAR","24","12","8x165.1","-44","4.77","194933051991","125.1","0","","3700","685.5","0","0","914","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/c4b8c364-36ac-42c0-adbb-4b2de887f1dd.png","","","","",""
"FUEL OFF-ROAD","D711","D71122008247","Fuel D711 22x10 8x165.1 -18 GLOSS BLACK MILLED","GLOSS BLACK MILLED","22","10","8x165.1","-18","4.79","125","125.1","8","","3500","453","0","0","604","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/1120ff33-e97a-4560-bcbf-e8b0b20e5e3a.png","","","","",""
"FUEL OFF-ROAD","D597 WILDCAT","D59717907050","FUEL D597 WILDCAT 17x9 5x139.7/5x150 1 GLOSS BLACK MILLED","GLOSS BLACK MILLED","17","9","5x139.7/5x150","1","5.04","885463855530","110.1","0","","2500","245.25","0","0","327","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0bffcb2b-aa72-432c-bab8-4ac164de0a4c.png","","","","",""
"FUEL OFF-ROAD","D752 BLOCK","D75217909450","FUEL D752 BLOCK 17x9 6x120 1 MATTE GUNMETAL WITH BLACK RING","MATTE GUNMETAL WITH BLACK RING","17","9","6x120","1","5.04","194933106806","67.06","0","","2500","333.75","0","0","445","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6edfa036-2567-4456-ba2a-c8e4a1545760.png","","","","",""
"FUEL OFF-ROAD","D751 BLOCK","D75118908445","FUEL D751 BLOCK 18x9 6x139.7 -12 MATTE BRONZE WITH BLACK RING","MATTE BRONZE WITH BLACK RING","18","9","6x139.7","-12","4.53","194933106868","106.1","0","","2500","316.5","0","0","422","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6943883b-b3e1-4fdc-be23-ce9b3e3fc893.png","","","","",""
"FUEL OFF-ROAD","D240 CLEAVER","D24022007050","FUEL D240 CLEAVER 22x10 5x139.7/5x150 -13 CHROME PLATED GLOSS BLACK LIP","CHROME PLATED GLOSS BLACK LIP","22","10","5x139.7/5x150","-13","4.99","885463832852","110.1","0","","2500","545","0","0","798","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/31357d76-968f-4ffb-9335-913ee395f4b5.png","","","","",""
"FUEL OFF-ROAD","D541 NUTZ","D54120008245","FUEL D541 NUTZ 20x10 8x165.1 -24 MATTE BLACK MACHINED","MATTE BLACK MACHINED","20","10","8x165.1","-24","4.56","885463842271","125.1","0","","3700","297","0","0","396","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/8c5df518-ad56-4b60-8746-dc5753661d63.png","","","","",""
"FUEL OFF-ROAD","D704 SIEGE","D7042090B457","FUEL D704 SIEGE 20x9 5x139.7 20 GLOSS MACHINED DOUBLE DARK TINT","GLOSS MACHINED DOUBLE DARK TINT","20","9","5x139.7","20","5.79","194933042531","78.1","0","","2500","375","0","0","500","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/cf6c07c0-642a-4852-877e-d3a6bc52ace2.png","","","","",""
"FUEL OFF-ROAD","D605 AVENGER","D60520909850","FUEL D605 AVENGER 20x9 6x135/6x139.7 1 MATTE BLACK DOUBLE DARK TINT","MATTE BLACK DOUBLE DARK TINT","20","9","6x135/6x139.7","1","5.04","885463856483","106.1","0","","2500","265.5","0","0","354","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79c18048-b4a5-4841-943a-c4d3a7665700.png","","","","",""
"FUEL OFF-ROAD","D750 BLOCK","D75017908950","FUEL D750 BLOCK 17x9 6x135 1 MATTE BLACK WITH BLACK RING","MATTE BLACK WITH BLACK RING","17","9","6x135","1","5.04","194933056552","87.1","0","","2500","316.5","0","0","422","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/264c2464-935c-4450-b1c3-26930ef010be.png","","","","",""
"FUEL OFF-ROAD","D571 STRYKR","D57117909857","FUEL D571 STRYKR 17x9 6x135/6x139.7 20 GLOSS BLACK MILLED","GLOSS BLACK MILLED","17","9","6x135/6x139.7","20","5.79","885463848334","106.1","0","","2500","245.25","0","0","327","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f3e5dab5-07d1-4908-8c3e-a8e76f543718.png","","","","",""
"FUEL OFF-ROAD","D694","D69417859452","Fuel D694 17x8.5 6x120 14 MATTE BLACK","MATTE BLACK","17","8.5","6x120","14","5.3","67.06","67.06","0","","0","316.5","0","0","422","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6b4c61f9-9761-416d-a0e3-c78bd4b0ed4c.png","","","","",""
"FUEL OFF-ROAD","D594","D59420007047","Fuel D594 20x10 5x139.7/5x150 -18 MATTE BLACK MILLED","MATTE BLACK MILLED","20","10","5x139.7/5x150","-18","4.79","110.1","110.1","0","","0","359.25","0","0","479","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/759fbad9-1743-4f00-9c9b-0a3349cbcff2.png","","","","",""
"FUEL OFF-ROAD","D706 SIEGE","D70624208447","FUEL D706 SIEGE 24x12 6x139.7 -44 MATTE BLACK","MATTE BLACK","24","12","6x139.7","-44","4.77","194933052035","106.1","0","","2500","510.75","0","0","681","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7047f8f2-606a-489b-bba3-fc2009e0115f.png","","","","",""
"FUEL OFF-ROAD","D538","D53818902650","Fuel D538 18x9 5x114.3/5x127 1 MATTE BLACK MILLED","MATTE BLACK MILLED","18","9","5x127/5x114.3","1","5.04","78.1","78.1","0","","0","316.5","0","0","422","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a16ee53a-ea32-452b-9a73-358c36343f5b.png","","","","",""
"FUEL OFF-ROAD","D711","D71122001847","Fuel D711 22x10 8x180 -18 GLOSS BLACK MILLED","GLOSS BLACK MILLED","22","10","8x180","-18","4.79","124","124.2","8","","3500","453","0","0","604","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/1120ff33-e97a-4560-bcbf-e8b0b20e5e3a.png","","","","",""
"FUEL OFF-ROAD","D582 TURBO","D58220008947","FUEL D582 TURBO 20x10 6x135 -18 GLOSS BLACK MILLED","GLOSS BLACK MILLED","20","10","6x135","-18","4.79","885463851792","87.1","0","","2200","297","0","0","396","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e920802-56d8-493e-a355-a564150bbf01.png","","","","",""
"FUEL OFF-ROAD","D270","D27020008247","Fuel D270 20x10 8x165.1 -18 CHROME PLATED GLOSS BLACK LIP","CHROME PLATED GLOSS BLACK LIP","20","10","8x165.1","-18","4.79","125","125.1","8","","3500","635.25","0","0","847","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/fea159e3-c445-42fd-b63d-81515376ef60.png","","","","",""
"FUEL OFF-ROAD","D715 TRITON PLATINUM","D71524201847","FUEL D715 TRITON PLATINUM 24x12 8x180 -44 BRUSHED GUN METAL TINTED CLEAR","BRUSHED GUN METAL TINTED CLEAR","24","12","8x180","-44","4.77","194933052011","124.2","0","","3700","685.5","0","0","914","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/c4b8c364-36ac-42c0-adbb-4b2de887f1dd.png","","","","",""
"FUEL OFF-ROAD","D650 MAVERICK UTV","D6502070A544","FUEL D650 MAVERICK UTV 20x7 4x156 13 GLOSS BLACK MILLED WITH RED TINT","GLOSS BLACK MILLED WITH RED TINT","20","7","4x156","13","4.51","194933104970","132","0","","1000","321","0","0","428","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6ed4804f-ed51-4b23-b45d-2f3c9d98a0f5.png","","","","",""
